Date,Depth,Site,Plot,Year,Value
2022-09-02,10,energyFarm,WS,2022,0.68
2022-09-03,10,energyFarm,WS,2022,0.52
2022-09-04,10,energyFarm,WS,2022,0.36
2022-09-05,10,energyFarm,WS,2022,0.84
2022-09-06,10,energyFarm,WS,2022,0.59
2022-09-07,10,energyFarm,WS,2022,0.25
2022-09-08,10,energyFarm,WS,2022,0.84
2022-09-09,10,energyFarm,WS,2022,0.96
2022-09-10,10,energyFarm,WS,2022,0.4
2022-09-11,10,energyFarm,WS,2022,0.76
2022-09-12,10,energyFarm,WS,2022,0.76
2022-09-13,10,energyFarm,WS,2022,0.08
2022-09-14,10,energyFarm,WS,2022,0.76
2022-09-15,10,energyFarm,WS,2022,0.74
2022-09-16,10,energyFarm,WS,2022,0.93
2022-09-17,10,energyFarm,WS,2022,0.44
2022-09-18,10,energyFarm,WS,2022,0.58
2022-09-19,10,energyFarm,WS,2022,0.94
2022-09-20,10,energyFarm,WS,2022,0.01
2022-09-21,10,energyFarm,WS,2022,0.57
2022-09-22,10,energyFarm,WS,2022,0.17
2022-09-23,10,energyFarm,WS,2022,0.83
2022-09-24,10,energyFarm,WS,2022,0.53
2022-09-25,10,energyFarm,WS,2022,0.1
2022-09-26,10,energyFarm,WS,2022,0.3
2022-09-27,10,energyFarm,WS,2022,0.74
2022-09-28,10,energyFarm,WS,2022,0.9
2022-09-29,10,energyFarm,WS,2022,0.29
2022-09-30,10,energyFarm,WS,2022,0.78
2022-10-01,10,energyFarm,WS,2022,0.24
2022-10-02,10,energyFarm,WS,2022,0.18
2022-10-03,10,energyFarm,WS,2022,0.84
2022-10-04,10,energyFarm,WS,2022,0.99
2022-10-05,10,energyFarm,WS,2022,0.23
2022-10-06,10,energyFarm,WS,2022,0.07
2022-10-07,10,energyFarm,WS,2022,1.0
2022-10-08,10,energyFarm,WS,2022,0.36
2022-10-09,10,energyFarm,WS,2022,0.43
2022-10-10,10,energyFarm,WS,2022,0.52
2022-10-11,10,energyFarm,WS,2022,0.02
2022-10-12,10,energyFarm,WS,2022,0.26
2022-10-13,10,energyFarm,WS,2022,0.37
2022-10-14,10,energyFarm,WS,2022,0.52
2022-10-15,10,energyFarm,WS,2022,0.85
2022-10-16,10,energyFarm,WS,2022,0.47
2022-10-17,10,energyFarm,WS,2022,0.04
2022-10-18,10,energyFarm,WS,2022,0.9
2022-10-19,10,energyFarm,WS,2022,0.02
2022-10-20,10,energyFarm,WS,2022,0.67
2022-10-21,10,energyFarm,WS,2022,0.9
2022-10-22,10,energyFarm,WS,2022,0.05
2022-10-23,10,energyFarm,WS,2022,0.84
2022-10-24,10,energyFarm,WS,2022,0.49
2022-10-25,10,energyFarm,WS,2022,0.57
2022-10-26,10,energyFarm,WS,2022,0.61
2022-10-27,10,energyFarm,WS,2022,1.0
2022-10-28,10,energyFarm,WS,2022,0.91
2022-10-29,10,energyFarm,WS,2022,0.84
2022-10-30,10,energyFarm,WS,2022,0.08
2022-10-31,10,energyFarm,WS,2022,0.93
2022-11-01,10,energyFarm,WS,2022,0.97
2022-11-02,10,energyFarm,WS,2022,0.52
2022-11-03,10,energyFarm,WS,2022,0.59
2022-11-04,10,energyFarm,WS,2022,0.9
2022-11-05,10,energyFarm,WS,2022,0.41
2022-11-06,10,energyFarm,WS,2022,0.18
2022-11-07,10,energyFarm,WS,2022,0.03
2022-11-08,10,energyFarm,WS,2022,0.03
2022-11-09,10,energyFarm,WS,2022,1.0
2022-11-10,10,energyFarm,WS,2022,0.68
2022-11-11,10,energyFarm,WS,2022,0.98
2022-11-12,10,energyFarm,WS,2022,0.78
2022-11-13,10,energyFarm,WS,2022,0.13
2022-11-14,10,energyFarm,WS,2022,0.48
2022-11-15,10,energyFarm,WS,2022,0.02
2022-11-16,10,energyFarm,WS,2022,0.2
2022-11-17,10,energyFarm,WS,2022,0.5
2022-11-18,10,energyFarm,WS,2022,0.88
2022-11-19,10,energyFarm,WS,2022,0.06
2022-11-20,10,energyFarm,WS,2022,0.14
2022-11-21,10,energyFarm,WS,2022,0.25
2022-11-22,10,energyFarm,WS,2022,0.03
2022-11-23,10,energyFarm,WS,2022,0.74
2022-11-24,10,energyFarm,WS,2022,0.29
2022-11-25,10,energyFarm,WS,2022,0.36
2022-11-26,10,energyFarm,WS,2022,0.02
2022-11-27,10,energyFarm,WS,2022,0.93
2022-11-28,10,energyFarm,WS,2022,0.47
2022-11-29,10,energyFarm,WS,2022,0.85
2022-11-30,10,energyFarm,WS,2022,0.36
2022-12-01,10,energyFarm,WS,2022,0.07
2022-12-02,10,energyFarm,WS,2022,0.14
2022-12-03,10,energyFarm,WS,2022,0.71
2022-12-04,10,energyFarm,WS,2022,0.31
2022-12-05,10,energyFarm,WS,2022,0.82
2022-12-06,10,energyFarm,WS,2022,0.23
2022-12-07,10,energyFarm,WS,2022,0.89
2022-12-08,10,energyFarm,WS,2022,0.97
2022-12-09,10,energyFarm,WS,2022,0.84
2022-12-10,10,energyFarm,WS,2022,0.56
